ID_produit,Nom_produit,Quantite_vendue,Prix_unitaire,Date_vente
28,Cravate,,53.09,2024-08-25
50,Pantalon,3.8,87.21,2023-10-20
62,Pantalon,11.8,,invalid_date
47,Cravate,,,2024-01-13
42,Lunettes de soleil,,45.17,invalid_date
17,Montre,,68.14,2025-03-05
77,Robe,10.4,48.95,04/02/2025
9,Pantalon,14.4,79.56,01/02/2024
36,Lunettes de soleil,,,05/02/2024
61,Montre,8.3,52.24,invalid_date
63,Pull,11.1,,19/03/2025
37,Cravate,,91.65,25/08/2024
40,Cravate,,,invalid_date
85,Cravate,15.6,,2024-01-26
88,Pull,,,invalid_date
67,Chaussures,,67.47,invalid_date
82,Pull,,,26/03/2024
92,Robe,,58.37,03/01/2024
78,Pantalon,,,2024-12-12
9,Cravate,,,invalid_date
75,Robe,,27.93,18/01/2025
81,Montre,,,2023-11-26
18,Chaussures,3.3,13.69,25/12/2023
14,Robe,3.4,,2025-02-14
6,Chemise,,,29/02/2024
56,Cravate,,,2023-08-18
20,Chemise,,78.61,24/10/2023
27,Chemise,19.1,,18/07/2024
16,Pantalon,,,invalid_date
22,Chaussures,,19.66,invalid_date
40,Lunettes de soleil,,50.15,2023-06-11
11,Lunettes de soleil,,,invalid_date
97,Lunettes de soleil,,,26/04/2024
68,Pull,,,03/01/2024
78,Cravate,8.1,,2025-02-25
52,Cravate,,46.46,invalid_date
38,Cravate,,96.46,invalid_date
90,Pantalon,9.6,,03/04/2024
49,Chemise,,91.83,12/06/2024
33,Pull,,,24/09/2024
21,Chaussures,5.2,,25/11/2023
7,Cravate,2.7,18.31,14/10/2024
11,Robe,,,27/11/2024
24,Cravate,8.8,56.85,2024-04-14
80,Chemise,11.9,,18/07/2023
22,Cravate,1.3,64.24,2024-05-04
99,Pantalon,6.1,,invalid_date
98,Pull,14.7,58.03,2024-03-28
2,Pull,,56.19,invalid_date
65,Chemise,8.5,14.35,2025-05-05
31,Pull,,,2024-11-09
91,Pantalon,14.6,67.61,2024-07-17
49,Chaussures,,,invalid_date
97,Lunettes de soleil,,,invalid_date
67,Pull,,,2025-02-10
65,Montre,3.4,,28/09/2024
15,Lunettes de soleil,,,27/07/2023
26,Chemise,5.1,50.49,invalid_date
39,Lunettes de soleil,5.6,,13/10/2024
63,Lunettes de soleil,,43.44,21/02/2024
17,Lunettes de soleil,19.2,95.3,05/10/2024
48,Chemise,,,2024-09-08
77,Robe,,,2024-08-01
46,Pull,4.7,11.0,2024-10-29
96,Robe,2.1,,2024-03-27
58,Lunettes de soleil,,,29/01/2025
48,Chemise,16.2,,12/08/2023
98,Chemise,13.7,99.88,06/08/2023
43,Montre,,22.96,2023-12-08
79,Lunettes de soleil,6.2,,2024-06-21
18,Cravate,8.9,47.58,28/07/2024
71,Robe,19.8,10.05,2024-08-14
5,Robe,14.8,29.72,invalid_date
64,Pantalon,,,invalid_date
94,Pull,,,invalid_date
86,Pull,,82.56,2025-01-10
3,Lunettes de soleil,,,08/11/2024
93,Lunettes de soleil,,,2024-06-13
19,Cravate,17.0,89.27,10/06/2023
20,Pantalon,,,11/08/2023
73,Pull,6.7,,invalid_date
9,Pull,18.6,,2025-05-06
54,Montre,,94.38,25/02/2025
31,Montre,,,invalid_date
28,Lunettes de soleil,9.2,35.78,16/02/2024
21,Pull,12.3,19.06,invalid_date
2,Chaussures,,90.69,2024-05-09
1,Montre,4.4,,invalid_date
88,Pull,13.7,,16/02/2024
13,Chemise,19.9,98.94,2024-05-25
22,Lunettes de soleil,,,invalid_date
68,Pantalon,,,invalid_date
34,Chaussures,13.2,54.68,invalid_date
37,Chemise,,,25/06/2023
46,Robe,,47.62,24/11/2024
86,Pull,,23.38,2023-08-19
11,Chemise,12.2,,2025-03-11
20,Pantalon,,71.9,invalid_date
62,Lunettes de soleil,,94.37,01/02/2025
84,Chemise,,27.23,2023-09-26
5,Robe,,,invalid_date
42,Montre,,,invalid_date
41,Chaussures,1.1,,2024-07-23
63,Pull,3.8,,29/07/2024
26,Chaussures,8.9,,invalid_date
48,Pull,,79.44,2023-11-18
19,Pull,,57.78,22/09/2024
99,Chemise,,,2023-10-12
37,Pull,1.3,,13/10/2024
78,Cravate,18.5,,invalid_date
5,Cravate,,45.53,invalid_date
30,Chemise,,31.51,06/04/2025
7,Pantalon,,,2023-10-22
65,Robe,15.6,54.7,invalid_date
85,Robe,15.8,,invalid_date
93,Pull,4.4,,2024-11-19
43,Cravate,19.0,,2023-10-28
85,Robe,,,2024-12-26
94,Chaussures,,37.85,2025-02-08
20,Pantalon,17.2,95.82,12/08/2024
23,Pantalon,,,invalid_date
16,Montre,,,2025-03-29
46,Chaussures,8.4,,invalid_date
3,Pantalon,19.9,23.12,invalid_date
89,Cravate,,,18/08/2023
14,Lunettes de soleil,5.0,,invalid_date
96,Pantalon,19.5,,invalid_date
99,Montre,,27.92,2024-07-04
58,Cravate,,,invalid_date
44,Lunettes de soleil,15.2,,2024-03-18
18,Pantalon,12.3,,19/08/2024
71,Pull,3.3,,2023-08-18
40,Lunettes de soleil,6.6,,invalid_date
18,Robe,16.5,,2024-05-11
68,Pull,,,2023-10-03
4,Robe,7.2,88.26,20/11/2024
15,Pantalon,,38.65,2025-02-01
74,Cravate,12.1,,10/09/2024
98,Pantalon,,,2024-08-22
52,Chemise,,,03/09/2023
95,Chemise,3.6,95.41,2024-01-20
62,Chemise,,46.54,14/01/2024
21,Cravate,2.6,26.66,invalid_date
3,Montre,5.1,25.24,10/11/2024
1,Robe,12.0,54.34,2023-09-08
56,Cravate,,,10/04/2024
18,Lunettes de soleil,,,06/09/2023
32,Pantalon,,,2024-08-10
15,Lunettes de soleil,,72.22,invalid_date
75,Pantalon,19.4,21.92,2024-06-03
32,Chemise,,21.97,10/11/2024
15,Chemise,13.4,84.7,04/10/2024
14,Pull,4.9,23.23,03/10/2023
42,Lunettes de soleil,,49.91,invalid_date
19,Cravate,8.4,88.3,01/01/2024
63,Robe,,,2023-09-07
8,Chemise,,28.35,05/03/2025
19,Robe,,,invalid_date
9,Montre,7.6,,24/03/2025
50,Robe,4.0,49.43,2024-02-24
100,Cravate,,29.7,2024-06-01
35,Pull,10.9,,invalid_date
52,Chemise,2.2,,31/07/2024
32,Chaussures,12.9,23.42,10/10/2024
99,Lunettes de soleil,11.8,53.29,2024-06-09
94,Robe,,,invalid_date
26,Lunettes de soleil,,,invalid_date
26,Cravate,,42.12,invalid_date
43,Montre,5.3,72.08,invalid_date
18,Cravate,8.8,,invalid_date
95,Pantalon,,74.66,invalid_date
28,Cravate,8.0,,2025-01-02
36,Montre,18.0,40.67,invalid_date
16,Pantalon,16.3,,invalid_date
22,Chemise,,83.54,01/01/2024
43,Pantalon,2.7,,2023-09-29
55,Pull,,60.07,2024-05-11
95,Pantalon,19.6,70.06,2024-12-18
21,Cravate,15.0,27.63,2025-01-05
17,Robe,,30.31,2024-07-21
16,Cravate,,,2023-08-17
89,Pantalon,16.8,52.64,2023-08-18
48,Chemise,,19.77,2025-01-13
10,Chaussures,,30.63,01/03/2024
92,Pull,17.8,84.59,18/02/2025
55,Chaussures,,,invalid_date
28,Chemise,,,2025-01-01
75,Pantalon,16.1,91.07,invalid_date
90,Pantalon,,91.84,2023-11-07
67,Chaussures,11.2,81.9,2023-08-09
66,Pantalon,5.6,40.52,10/10/2024
34,Pull,11.4,,2024-12-25
18,Cravate,14.3,,2024-01-08
55,Pantalon,,,05/05/2024
4,Chemise,15.5,79.78,invalid_date
4,Pantalon,7.1,17.44,14/02/2025
13,Montre,,15.15,invalid_date
20,Pull,6.9,,21/08/2023
34,Chaussures,2.6,,10/02/2025
63,Pantalon,,55.13,01/11/2023
49,Montre,,52.06,invalid_date
7,Chemise,13.6,,2024-08-20
47,Robe,,43.99,2024-02-18
53,Chaussures,16.2,,invalid_date
7,Pull,6.9,,invalid_date
6,Chemise,12.9,46.61,11/09/2024
78,Montre,12.7,79.51,2023-09-07
9,Chemise,6.1,,11/02/2025
68,Pantalon,17.9,,invalid_date
23,Montre,10.5,,invalid_date
98,Cravate,11.0,45.97,2024-02-18
87,Pantalon,,,invalid_date
22,Robe,8.7,,invalid_date
17,Pull,,,18/11/2024
11,Montre,,,2024-01-04
46,Pull,15.4,26.79,invalid_date
87,Pull,7.5,36.44,invalid_date
11,Montre,,,invalid_date
74,Chemise,15.7,43.15,03/08/2023
43,Chaussures,9.8,,2023-09-04
38,Chemise,,31.49,2025-01-21
98,Pull,,62.84,07/07/2023
94,Cravate,16.3,,invalid_date
60,Pantalon,11.3,31.7,invalid_date
87,Cravate,10.4,,2024-11-16
6,Lunettes de soleil,17.2,,01/12/2023
50,Pantalon,,80.1,2023-09-12
24,Cravate,16.6,,23/02/2025
15,Chaussures,16.9,,02/01/2025
61,Montre,,84.07,invalid_date
54,Chemise,17.8,,2024-03-22
8,Pantalon,6.9,,2023-09-09
70,Robe,,,2024-09-24
76,Chaussures,,27.52,2024-09-20
78,Chaussures,,,07/05/2024
10,Pantalon,5.8,,2023-07-19
67,Lunettes de soleil,18.9,84.66,04/04/2025
31,Montre,,49.18,invalid_date
89,Pantalon,3.2,48.39,2024-03-29
25,Chemise,10.9,,invalid_date
12,Chemise,,16.54,2024-11-11
23,Cravate,,,invalid_date
71,Chaussures,9.3,,04/06/2024
98,Chaussures,,36.14,2024-01-31
31,Robe,18.0,,2023-05-23
44,Robe,5.5,46.67,2025-01-12
83,Pull,12.7,,02/08/2023
89,Chemise,12.5,55.67,12/05/2024
37,Chaussures,,99.27,18/10/2024
97,Lunettes de soleil,,,invalid_date
83,Montre,,,invalid_date
50,Cravate,3.8,,invalid_date
80,Cravate,19.1,19.75,07/11/2023
100,Chaussures,,46.38,20/02/2025
80,Chemise,,23.95,09/06/2024
98,Lunettes de soleil,19.5,67.77,invalid_date
28,Robe,11.7,56.8,28/12/2023
86,Pull,13.4,69.15,20/07/2024
1,Pull,19.2,,31/08/2023
4,Chaussures,,59.01,14/03/2025
85,Robe,,,23/01/2025
81,Pantalon,18.5,,15/04/2025
13,Chaussures,,61.44,03/01/2025
25,Robe,8.6,,invalid_date
35,Chemise,17.2,53.06,2023-08-07
1,Lunettes de soleil,,15.63,2025-01-19
98,Lunettes de soleil,10.6,17.31,invalid_date
43,Chemise,1.9,43.77,invalid_date
83,Robe,2.5,,2025-03-18
59,Lunettes de soleil,15.7,,invalid_date
53,Chaussures,,,18/04/2024
3,Montre,,45.17,invalid_date
58,Chaussures,,70.43,01/09/2023
3,Pantalon,,,07/10/2024
7,Chaussures,11.7,,2024-01-11
51,Robe,2.3,,2025-03-31
12,Chaussures,,42.21,2025-04-01
45,Lunettes de soleil,3.1,51.78,2023-08-02
87,Pantalon,2.5,10.04,2024-02-25
97,Lunettes de soleil,,,invalid_date
74,Pull,8.1,29.64,invalid_date
70,Robe,6.8,75.34,invalid_date
42,Chemise,,36.46,2023-07-01
56,Robe,6.4,31.29,invalid_date
33,Pantalon,8.6,,invalid_date
64,Chaussures,18.4,11.26,invalid_date
12,Montre,18.0,19.21,12/10/2024
67,Lunettes de soleil,,,invalid_date
88,Montre,,87.99,invalid_date
32,Pantalon,17.1,,26/05/2024
4,Pull,,96.38,02/09/2023
90,Lunettes de soleil,8.7,50.82,13/11/2023
64,Cravate,18.1,87.41,31/10/2024
98,Chemise,8.1,17.59,2024-05-01
29,Pull,7.2,,invalid_date
85,Pull,,,2024-02-12
88,Robe,8.7,75.92,2023-08-23
74,Chaussures,,97.2,invalid_date
76,Robe,,80.5,2023-09-01
17,Chemise,17.2,95.63,invalid_date
70,Lunettes de soleil,,,invalid_date
17,Robe,,86.15,invalid_date
11,Robe,,96.62,invalid_date
84,Montre,2.7,,02/03/2024
50,Montre,4.7,,09/01/2024
49,Pantalon,19.3,,14/03/2024
79,Montre,8.3,,invalid_date
64,Chaussures,16.9,38.81,31/03/2025
96,Chemise,,71.34,01/10/2024
83,Chaussures,14.0,,2024-10-28
85,Pull,,,invalid_date
59,Chemise,1.6,25.11,invalid_date
44,Pull,6.1,,07/10/2024
76,Lunettes de soleil,,,2023-09-26
82,Cravate,13.0,,03/12/2024
29,Cravate,11.4,40.62,20/09/2024
11,Pull,,,2024-12-23
44,Lunettes de soleil,4.2,46.33,invalid_date
29,Pull,,19.2,invalid_date
91,Lunettes de soleil,8.0,,invalid_date
34,Lunettes de soleil,,,28/07/2023
99,Robe,16.7,,invalid_date
80,Pantalon,17.7,93.37,26/12/2024
77,Montre,4.1,,invalid_date
31,Robe,16.1,85.47,15/03/2024
40,Pantalon,,,2024-02-19
14,Cravate,,65.74,25/01/2025
61,Pantalon,,,2023-09-07
3,Robe,19.1,72.74,03/10/2024
99,Pantalon,,,invalid_date
68,Pantalon,,60.53,30/08/2024
1,Robe,7.9,,02/12/2024
21,Chaussures,,,invalid_date
65,Lunettes de soleil,,,08/11/2024
22,Chaussures,,,invalid_date
81,Pull,,,invalid_date
79,Robe,4.4,37.41,2025-04-01
89,Lunettes de soleil,19.7,22.25,2023-10-28
6,Chaussures,,67.52,2024-09-04
31,Chaussures,13.2,,2023-10-15
27,Chemise,,13.04,invalid_date
82,Lunettes de soleil,11.6,,03/07/2023
37,Lunettes de soleil,,22.97,18/04/2025
58,Montre,,67.88,invalid_date
1,Chaussures,8.0,,2024-06-09
9,Cravate,16.3,73.68,invalid_date
18,Cravate,16.9,28.02,invalid_date
1,Robe,12.9,43.94,2024-08-25
67,Cravate,,,11/04/2025
4,Chaussures,,56.68,invalid_date
59,Chaussures,,,22/01/2024
96,Pull,,,2023-09-01
74,Chemise,7.2,,03/03/2025
85,Cravate,,14.78,invalid_date
57,Pantalon,13.3,15.7,2024-02-29
57,Cravate,18.6,96.1,03/10/2023
24,Chaussures,3.9,76.69,2025-01-03
94,Lunettes de soleil,16.2,67.63,invalid_date
71,Chaussures,5.5,,invalid_date
32,Cravate,,34.01,01/06/2023
93,Montre,,,05/11/2023
32,Chemise,,,invalid_date
92,Pantalon,,,2023-07-07
24,Chaussures,9.4,14.99,invalid_date
77,Montre,,74.69,21/09/2024
91,Pull,3.6,21.76,invalid_date
97,Pantalon,,45.74,invalid_date
25,Chaussures,1.7,,invalid_date
88,Montre,,41.44,invalid_date
95,Pull,,,2024-09-30
97,Chemise,,98.02,11/09/2024
83,Pantalon,,19.85,23/12/2023
21,Cravate,17.6,12.06,invalid_date
74,Chaussures,,69.76,22/06/2024
26,Montre,6.3,15.1,2025-05-06
74,Lunettes de soleil,19.9,,2025-02-07
78,Pantalon,3.8,67.0,2024-07-11
27,Chaussures,,46.91,2024-03-20
15,Pantalon,,46.24,2024-09-25
6,Pantalon,12.7,,invalid_date
96,Montre,18.7,93.29,2024-10-31
38,Cravate,,28.76,invalid_date
23,Montre,,79.9,2024-11-14
98,Robe,4.3,,invalid_date
68,Chaussures,18.5,,2023-11-23
20,Robe,8.1,85.6,invalid_date
47,Pull,14.7,82.94,2025-05-09
92,Pull,,84.11,2023-08-20
59,Pantalon,3.7,,invalid_date
42,Pull,8.4,29.08,17/01/2024
10,Chaussures,,,2024-10-20
47,Chaussures,,35.01,invalid_date
80,Chemise,9.4,48.81,22/08/2023
30,Chaussures,,57.79,21/11/2024
41,Robe,19.1,84.5,2023-09-05
90,Robe,1.6,,26/09/2023
64,Montre,,,15/02/2024
76,Pull,,85.92,26/06/2024
62,Pantalon,,51.56,2025-01-19
6,Chemise,15.6,13.49,invalid_date
53,Cravate,,34.86,05/03/2024
21,Lunettes de soleil,10.8,,24/12/2024
14,Chaussures,12.3,97.68,30/03/2025
11,Cravate,,50.77,2023-12-16
60,Cravate,7.3,,21/08/2023
68,Robe,10.3,82.09,2025-01-10
91,Cravate,,,06/02/2024
55,Lunettes de soleil,,12.67,invalid_date
1,Pull,4.8,64.63,01/07/2024
33,Lunettes de soleil,,84.09,12/12/2023
75,Pantalon,11.0,,2024-11-25
5,Chemise,,47.33,20/07/2023
43,Chemise,15.3,,invalid_date
60,Pantalon,18.4,,invalid_date
31,Pantalon,,,2023-07-04
86,Pantalon,7.0,13.81,invalid_date
39,Montre,,,invalid_date
29,Pantalon,,,06/12/2023
78,Robe,,95.99,2025-01-11
63,Robe,,,2025-04-15
30,Chaussures,,,invalid_date
73,Pantalon,,82.63,invalid_date
34,Chaussures,17.8,,2024-12-17
66,Montre,16.6,,2023-05-23
21,Chemise,,18.56,2025-03-18
48,Montre,18.1,,2023-05-31
94,Robe,18.6,83.38,invalid_date
52,Robe,6.8,24.46,14/03/2024
46,Cravate,,,15/09/2023
2,Chaussures,2.2,33.36,14/05/2025
61,Pull,10.0,84.59,2025-03-18
49,Pantalon,,18.24,2024-07-24
66,Montre,,,invalid_date
65,Chaussures,,,invalid_date
82,Chemise,,30.64,12/11/2023
12,Lunettes de soleil,,13.96,2024-01-26
63,Robe,13.8,,02/05/2025
14,Montre,,26.36,invalid_date
54,Robe,,44.54,invalid_date
34,Lunettes de soleil,,56.05,2023-07-21
57,Chemise,,19.2,2024-03-06
46,Cravate,,34.77,2024-06-14
65,Cravate,,57.94,invalid_date
6,Lunettes de soleil,,45.57,invalid_date
57,Pantalon,9.1,18.03,2025-02-04
15,Cravate,7.8,99.87,invalid_date
53,Pantalon,,74.77,02/04/2025
24,Cravate,,38.91,24/03/2025
43,Chemise,,,11/01/2025
64,Chaussures,6.0,48.6,2025-03-08
90,Robe,,46.19,28/07/2023
97,Montre,18.0,79.52,invalid_date
34,Chemise,11.4,,invalid_date
19,Pantalon,,34.38,2023-10-24
42,Chaussures,,,invalid_date
85,Cravate,,,16/12/2024
65,Lunettes de soleil,11.8,,26/11/2023
85,Chemise,3.1,75.01,2024-05-16
88,Montre,19.9,,invalid_date
6,Pull,,17.07,2025-01-11
77,Lunettes de soleil,,32.37,2023-10-20
66,Robe,7.2,44.11,2025-04-20
4,Robe,,,2025-01-01
7,Robe,,,invalid_date
72,Lunettes de soleil,,,15/05/2025
21,Chemise,,,09/06/2023
97,Montre,7.5,,15/07/2024
29,Cravate,15.8,48.26,26/09/2024
34,Lunettes de soleil,17.6,86.89,10/11/2024
44,Robe,,,2025-04-02
7,Chemise,,24.42,2024-02-06
23,Chaussures,,,invalid_date
85,Montre,6.9,78.74,11/03/2025
4,Pantalon,,73.82,2024-12-15
48,Robe,,99.4,invalid_date
2,Pantalon,,,invalid_date
17,Cravate,17.6,,12/04/2024
2,Robe,,81.33,invalid_date
55,Pantalon,3.8,92.76,2023-09-09
68,Robe,,,02/08/2023
90,Lunettes de soleil,17.5,,invalid_date
22,Pull,19.7,37.88,invalid_date
72,Cravate,,,2025-03-08
5,Lunettes de soleil,,,16/11/2024
95,Chaussures,17.5,20.03,2025-04-16
92,Montre,,71.4,22/12/2024
57,Lunettes de soleil,15.5,69.8,15/08/2024
22,Chemise,,71.66,17/06/2024
46,Chemise,13.4,82.11,invalid_date
50,Cravate,,39.61,2025-02-16
50,Cravate,7.2,34.01,23/08/2024
30,Robe,1.2,,09/07/2023
61,Robe,10.8,,2024-04-23
36,Robe,,,2023-08-31
69,Cravate,,,invalid_date
80,Cravate,9.6,,2025-03-12
83,Pantalon,,,invalid_date
95,Lunettes de soleil,,98.94,invalid_date
77,Chemise,,53.31,13/12/2024
14,Robe,17.0,32.84,2024-01-30
12,Lunettes de soleil,14.5,34.1,invalid_date
84,Cravate,12.3,56.93,invalid_date
14,Chaussures,,12.71,invalid_date
27,Chaussures,10.8,74.05,2025-01-16
19,Pantalon,1.9,11.34,2024-08-18
1,Chemise,,,2023-09-19
6,Chemise,,74.34,2023-09-26
71,Pantalon,16.5,43.54,20/01/2024
8,Cravate,,93.57,invalid_date
11,Chemise,,47.9,2024-07-11
41,Robe,,84.89,2025-01-09
1,Cravate,14.9,,2024-05-07
1,Pull,,,13/12/2023
10,Pull,1.4,,23/08/2023
35,Pantalon,,,2023-07-31
91,Pantalon,14.4,98.81,04/11/2024
70,Pull,,,2024-01-13
67,Chemise,8.0,48.69,13/11/2024
71,Chaussures,,,2024-09-01
68,Cravate,11.3,,invalid_date
10,Pull,,,2025-03-17
73,Montre,18.0,72.39,2023-09-14
3,Pantalon,,50.91,30/11/2023
2,Robe,19.6,,2024-02-22
10,Montre,,97.44,29/06/2023
63,Montre,6.5,70.39,09/01/2024
38,Lunettes de soleil,12.4,18.69,16/02/2025
12,Lunettes de soleil,,33.96,2023-10-04
78,Montre,7.4,,invalid_date
94,Pull,6.1,,invalid_date
38,Pull,10.2,38.71,2024-12-23
74,Chaussures,,54.73,invalid_date
74,Chemise,18.8,,2024-05-14
91,Pull,8.8,51.34,2025-02-04
36,Montre,19.8,,invalid_date
36,Chemise,,56.82,2023-05-31
89,Robe,14.6,,2025-02-24
50,Pull,1.1,,invalid_date
83,Chemise,,97.73,19/02/2025
14,Pantalon,,17.28,invalid_date
47,Cravate,,14.79,2024-11-05
6,Chemise,,63.43,2025-05-19
62,Robe,18.2,,invalid_date
92,Pull,14.3,82.97,invalid_date
67,Montre,8.9,,11/02/2025
17,Robe,,,invalid_date
12,Chaussures,19.6,82.43,2023-07-11
99,Pantalon,,,invalid_date
85,Lunettes de soleil,5.2,,2024-04-30
94,Pull,9.3,40.37,01/08/2023
68,Chemise,,,2025-04-23
96,Lunettes de soleil,9.5,,08/02/2025
70,Cravate,11.4,38.61,25/08/2023
81,Robe,8.7,,14/05/2024
7,Montre,,,29/09/2023
58,Pull,,96.48,2025-05-08
73,Chaussures,14.9,,18/02/2025
14,Chemise,,75.76,2024-12-04
13,Pantalon,,,2024-06-10
77,Chemise,,,invalid_date
50,Chemise,14.0,25.14,03/10/2023
92,Pull,,,invalid_date
11,Chaussures,20.0,70.02,14/10/2023
41,Pull,17.6,,invalid_date
7,Pantalon,,29.31,07/04/2025
84,Robe,,,2023-09-14
64,Pantalon,15.5,,invalid_date
71,Chemise,,67.95,invalid_date
97,Pantalon,,35.91,06/01/2024
99,Chemise,4.9,,2024-06-12
5,Cravate,,,invalid_date
79,Pantalon,,89.25,invalid_date
46,Pull,15.4,,2023-07-29
6,Pull,8.4,,invalid_date
74,Chemise,,61.41,2024-04-11
70,Lunettes de soleil,,33.65,08/04/2025
65,Robe,14.2,74.5,invalid_date
25,Robe,,87.57,2023-12-01
51,Montre,9.7,40.08,2025-02-03
21,Pull,16.7,,06/06/2023
33,Chaussures,18.1,,invalid_date
33,Chaussures,12.1,69.53,2024-11-26
29,Robe,7.3,16.28,invalid_date
6,Lunettes de soleil,16.9,42.06,invalid_date
98,Lunettes de soleil,10.7,11.26,2024-02-13
50,Lunettes de soleil,9.4,65.46,15/06/2024
87,Pull,,,18/03/2024
73,Chaussures,,,2023-12-18
30,Cravate,9.0,81.76,24/01/2024
48,Pull,10.9,,2024-08-27
89,Chaussures,,,2023-06-13
29,Chemise,,73.04,2025-02-09
83,Chaussures,2.3,,invalid_date
1,Pull,,19.58,invalid_date
56,Cravate,,59.52,invalid_date
76,Pull,,,2025-01-06
91,Pantalon,8.3,,2023-11-18
62,Cravate,,64.78,invalid_date
75,Montre,,,2024-10-13
85,Pantalon,19.9,,2023-12-15
1,Chemise,4.4,65.35,invalid_date
30,Chaussures,13.6,15.32,14/12/2024
36,Montre,19.8,75.8,2023-07-04
54,Pull,12.0,73.1,invalid_date
81,Chemise,3.4,,invalid_date
90,Chaussures,5.2,,21/02/2024
46,Chaussures,14.2,31.93,2025-05-17
100,Chaussures,,40.19,03/10/2023
33,Lunettes de soleil,4.7,41.0,21/11/2023
59,Montre,7.8,65.0,2024-08-24
99,Pantalon,14.0,99.16,15/12/2024
88,Pantalon,,87.87,2024-11-13
75,Cravate,3.3,,2025-04-30
80,Lunettes de soleil,8.4,61.07,2023-06-12
54,Montre,1.3,,19/02/2024
51,Montre,19.1,,2024-08-04
11,Lunettes de soleil,7.9,,01/08/2024
39,Chemise,,45.24,invalid_date
40,Cravate,,,invalid_date
78,Lunettes de soleil,4.2,21.65,16/07/2024
18,Lunettes de soleil,17.8,17.96,05/10/2023
28,Lunettes de soleil,,,20/06/2023
87,Chaussures,2.9,,invalid_date
88,Pantalon,,23.28,invalid_date
40,Pantalon,,33.73,invalid_date
44,Cravate,,95.25,27/05/2024
86,Chemise,7.9,,2023-05-22
5,Cravate,,,10/09/2024
4,Pull,,,invalid_date
50,Robe,,,invalid_date
99,Pull,,,06/10/2023
73,Montre,,,2025-05-04
56,Cravate,18.2,,26/03/2025
48,Chemise,11.2,,invalid_date
12,Pull,,,13/09/2023
74,Lunettes de soleil,,26.36,2024-08-19
59,Robe,,79.92,09/09/2023
24,Lunettes de soleil,,,invalid_date
70,Cravate,5.7,94.69,03/07/2024
100,Pull,17.8,74.66,29/02/2024
73,Lunettes de soleil,,30.34,2023-07-17
69,Pantalon,,92.78,2024-11-19
11,Pull,,,19/08/2024
21,Cravate,,76.52,07/02/2024
65,Montre,,,2024-01-11
83,Chaussures,17.5,,21/09/2023
95,Chaussures,,51.65,invalid_date
56,Lunettes de soleil,,,2025-01-26
15,Robe,18.3,,2024-06-03
57,Pantalon,,39.29,2024-01-23
4,Chaussures,10.2,75.65,31/07/2024
24,Pull,9.8,20.79,invalid_date
39,Cravate,19.4,79.23,09/09/2024
68,Pantalon,10.4,91.76,2025-01-22
26,Lunettes de soleil,,,2023-11-11
93,Chemise,12.4,,2024-08-21
45,Chaussures,,84.45,2023-10-05
19,Chaussures,,30.42,invalid_date
78,Chaussures,,86.76,05/01/2024
29,Chaussures,,,2023-08-28
61,Lunettes de soleil,2.7,,2024-12-08
66,Chaussures,,80.91,invalid_date
21,Cravate,8.2,11.27,2024-03-21
51,Pantalon,7.7,90.37,invalid_date
12,Montre,,,invalid_date
34,Lunettes de soleil,,,2024-08-31
19,Cravate,19.6,98.39,2025-05-06
21,Chemise,,32.84,09/11/2023
72,Chaussures,14.6,,03/08/2024
8,Lunettes de soleil,,29.0,18/05/2025
32,Montre,17.4,16.0,invalid_date
8,Robe,,34.82,2024-02-03
63,Pull,,,2023-07-21
2,Pantalon,,25.71,invalid_date
37,Lunettes de soleil,,,2023-09-29
41,Robe,16.0,,invalid_date
10,Chaussures,18.8,,invalid_date
35,Pantalon,,,2024-10-23
73,Pantalon,,63.32,invalid_date
42,Montre,,82.44,02/05/2024
1,Chaussures,1.3,49.11,invalid_date
2,Pantalon,,18.65,2023-10-31
40,Pantalon,18.9,,invalid_date
52,Montre,,,2024-02-18
10,Chaussures,,30.82,2025-01-22
57,Lunettes de soleil,13.8,,invalid_date
74,Montre,,41.72,invalid_date
88,Robe,4.9,,11/12/2024
40,Cravate,,26.35,2024-04-11
6,Chaussures,3.3,41.68,07/04/2024
63,Lunettes de soleil,,,05/04/2025
62,Chemise,14.5,,18/02/2024
40,Robe,,,invalid_date
58,Montre,18.5,47.78,23/02/2025
45,Lunettes de soleil,14.1,,2024-05-28
3,Lunettes de soleil,,,2025-03-23
5,Lunettes de soleil,,,30/12/2024
11,Pantalon,,,2024-11-05
42,Cravate,,63.42,2023-09-25
48,Pull,3.1,51.64,31/01/2025
39,Cravate,,,invalid_date
51,Pull,,69.17,06/06/2023
43,Robe,,,invalid_date
33,Pantalon,,,invalid_date
78,Cravate,15.3,,01/10/2023
75,Montre,,,2025-04-10
68,Chaussures,3.8,,2023-09-23
78,Montre,14.7,,2023-07-19
32,Chaussures,3.0,,2025-04-18
8,Chaussures,,,25/08/2024
39,Pull,,,invalid_date
17,Chaussures,1.7,,invalid_date
56,Robe,8.2,23.35,invalid_date
7,Chemise,,19.6,2024-10-10
94,Montre,,,2024-09-04
43,Pull,,,2024-04-23
74,Cravate,,,2023-07-02
34,Pull,8.5,17.62,invalid_date
71,Pull,1.9,36.7,2023-10-16
53,Chaussures,18.7,13.01,2024-11-13
40,Montre,,46.59,2024-12-02
39,Cravate,,,invalid_date
4,Chemise,,73.97,invalid_date
